chromosome geneName geneId transId transLenTrue Ps piS Ss_p Pn piN Sn_p Ds kS Ss_d Dn kN Sn_d DoS alphaMK
3L sphinx2 FBgn0052382 FBtr0300362 975 49 0.0457302423336158 179.675785 20 0.00175936430927269 579.324215 17 0.1 180 20 0.0362694300518135 579 0.229112340961454 0.653061224489796
3L sphinx1 FBgn0052383 FBtr0300363 915 33 0.0286115762881724 181.126602833333 13 0.000773724769483879 577.873397166667 7 0.038736453769887 180.708333333333 17 0.031126161827221 578.291666666667 0.419203541501563 0.837789661319073
2L Victoria FBgn0053117 FBtr0081309 522 5 0.0106563903351092 95.1478333333333 28 0.0112558962608431 304.563166666666 14 0.145833333333333 96 6 0.0196078431372549 306 -0.39516115665159 -12.0666666666667
2L CG33303 FBgn0053303 FBtr0080052 1516 64 0.0241906868583671 333.79182 24 0.0020578383491592 1040.20818 24 0.0719820044988753 333.416666666667 7 0.00672699607591897 1040.58333333333 0.00706842221334283 -0.285714285714286
3L CG33493 FBgn0053493 FBtr0089606 592 13 0.0248330394823694 79.6923333333333 9 0.00443752658800885 226.307666666667 1 0.012565445026178 79.5833333333333 1 0.00441663599558337 226.416666666667 0.108472536644188 0.307692307692308
2L lectin-37Da FBgn0053532 FBtr0091498 651 10 0.0112333378920349 127421 16 0.00165068061005541 430498 13 0.101994115724093 127.458333333333 14 0.032517177973483 430.541666666667 0.113624646245117 -0.485714285714286
2L lectin-37Db FBgn0053533 FBtr0091499 562 11 0.0137370170353307 105.433180666667 15 0.00548760974829598 344.566819333333 13 0.123320158102767 105.416666666667 10 0.0290205562273277 344.583333333333 -0.0949491772288014 -0.772727272727272
2R CG34054 FBgn0054054 FBtr0100109 545 19 0.0168108592234427 119.6057509375 32 0.00679884045019559 363.3942490625 9 0.0841514726507715 118.833333333333 13 0.0356979405034325 364.166666666667 0.00988851096500176 -0.165991902834008
2R GstE8 FBgn0063492 FBtr0086676 758 29 0.0234540211519859 164.448167082667 33 0.00288513419612135 501.503832917334 15 0.0908173562058526 165.166666666667 6 0.0119800332778702 500.833333333334 0.00700240768264269 -1.8448275862069
3R att-ORFA FBgn0067783 FBtr0089480 1654 60 0.0262488060392098 291.840833333333 11 0.000278845142759875 803.159166666666 11 0.0376175548589342 292.416666666667 3 0.00373792960232583 802.583333333332 0.0798738517970767 0.327777777777778
3R pps FBgn0082831 FBtr0304744 6722 145 0.00827631984847147 1437.67285866666 119 0.00149155127184589 4616.32714133332 106 0.0751609348721224 1436.91666666666 94 0.0203591733598051 4617.08333333332 0.060440454231959 0.0745414526779165
2R CG34215 FBgn0085244 FBtr0112408 444 3 0.00153688141636975 77.7194553333333 7 0.00351200772974791 234.280544666667 11 0.141327623126338 77.8333333333333 11 0.0469750889679715 234.166666666667 -0.446134275124328 -1.33333333333333
3L CG34426 FBgn0085455 FBtr0112727 1022 43 0.038050147128415 222.83593205 42 0.00854395844539245 665.16406795 14 0.062453531598513 224.166666666667 17 0.0256088375596284 663.833333333333 0.107433471397196 0.19562243502052
2R Tab2 FBgn0086358 FBtr0086516 3249 80 0.0137462229573118 585.870333333333 47 0.00159255593332856 1907.12966666668 45 0.0766936514699616 586.75 18 0.00944262295081962 1906.25000000001 0.00579876185641737 -0.46875
3R eater FBgn0243514 FBtr0310079 3301 93 0.0170269250659773 699.248394666667 92 0.00209395553281182 2522.75090385834 38 0.0542179418583912 700.875000000001 72 0.028981192000397 2518875 0.238823801856374 0.4778972520908
3L 26-29-p FBgn0250848 FBtr0075766 1872 67 0.0235144480165062 398.309999999999 25 0.000334345055832399 1248.69 24 0.0602888842369689 398.083333333333 1 0.000800693934743445 1248.91666666667 -0.000912487380124453 -7.95522388059702
3L ome FBgn0259175 FBtr0299649 4109 16 0.00210719732104186 661.084056666667 19 0.000764281629637442 2107.90094333334 11 0.0166687713095088 659.916666666668 8 0.00379311707297798 2109.08333333334 -0.0807883299847895 -0.6328125
3R CG42358 FBgn0259704 FBtr0299957 1498 57 0.0204200225844941 300.785266666666 25 0.00226057862336421 998.214733333331 26 0.0899875017358701 300.041666666667 31 0.034086636868708 997.458333333331 0.175057838437462 0.632144878324844
3R CG42359 FBgn0259705 FBtr0299958 966 15 0.0301543234500173 91.1331116666666 20 0.00888436408829891 304.866888333333 3 0.0333333333333334 89.9999999999999 5 0.0163398692810457 306 0.101368916159331 0.2
2L CG42369 FBgn0259715 FBtr0299968 1397 81 0.0478253669380271 285.93461 50 0.00249130238047355 917.065389999997 23 0.0802325581395348 286.666666666667 5 0.00545652964714443 916.333333333331 0.0141657663787812 -1.83950617283951
3L pzg FBgn0259785 FBtr0078336 4093 23 0.00294264431661511 698.057483333334 17 0.000241777198568317 2289.94251666667 68 0.0973863229502326 698.250000000001 16 0.00698766240855987 2289.75 -0.0089766838319122 -2.14130434782609
3L PGRP-LD FBgn0260458 FBtr0114577 2720 35 0.0157835828778842 244.171638833334 55 0.00522089726516841 736.548518166666 19 0.0783236001374097 242.583333333334 6 0.00947974269269835 738.416666666666 -0.140595503476836 -3.97619047619048
2R CG30002 FBgn0260474 FBtr0302050 1572 10 0.00155523276463251 217.546411666667 21 0.00283995759869744 715.453588333333 6 0.03206106870229 218.333333333334 8 0.0167910447761194 714.666666666666 -0.302439479275328 -575
3R Ect3 FBgn0260746 FBtr0082487 2236 54 0.0194211137440763 481.355341666665 28 0.00145283851676864 1429.62973333334 60 125 479.999999999999 9 0.00629590766002097 1429.5 -0.0216485000713303 -2.45679012345679
3R tobi FBgn0261575 FBtr0084847 2104 79 0.0235115344379043 454.785719999999 31 0.00071887842437437 1516.21428 50 0.11015237745548 453.916666666666 6 0.00395495742927767 1517.08333333334 0.00499154067277872 -2.27004219409283
X RpS6 FBgn0261592 FBtr0071135 960 26 0.00939239392095991 181.507333333333 0 0 562.492666666667 12 0.0661157024793388 181.5 1 0.00177777777777778 562.5 0.0261848084830124 1
3R CG42788 FBgn0261859 FBtr0303486 6686 164 0.0209197123355616 1173.049336 81 0.000877694478272548 3506.93277199998 77 0.0655830789977995 1174.08333333334 16 0.00456469021920025 3505.16666666665 0.0248064885879506 -1.37690548780488
2R CG42807 FBgn0261989 FBtr0303819 957 46 0.0370637813358543 188.671333333333 14 0.00209333972789659 645.328666666667 20 0.105913503971756 188.833333333333 9 0.0139498837509687 645.166666666667 0.0629215232184521 0.323671497584541
3L CG42846 FBgn0262035 FBtr0303931 564 5 0.000870648680519249 127.177166666667 10 0.000508309440860809 373.822833333333 9 0.0703583061889251 127.916666666667 26 0.0696895242349788 373.083333333333 0.128993832991407 0.307692307692308
3L Spn77Ba FBgn0262057 FBtr0074841 1992 17 0.00338690749381631 326.883666666667 18 0.00129702240591129 1023.11633333333 25 0.0765696784073507 326.5 7 0.00683927699071814 1023.5 -0.194912098512097 -2.78151260504202
2L CG43055 FBgn0262357 FBtr0304637 603 36 0.0344688544334665 119.91008 37 0.00289888560610805 419.96692 8 0.0668989547038328 119.583333333333 11 0.0261645193260654 420.416666666667 0.203569804227037 0.252525252525253
2R CG43071 FBgn0262481 FBtr0307055 316 4 0.00822671505418706 40.2823816666667 8 0.00617126762488873 142.717618333333 4 0.100418410041841 39.8333333333333 1 0.0069848661233993 143.166666666667 -0.36358628428235 -7
2R CG43109 FBgn0262569 FBtr0304896 261 8 0.0276113414983523 37572 9 0.00772971636194053 133395 1 0.0545454545454545 36.6666666666667 2 0.0148883374689826 134.333333333333 -0.00429279036074001 0.4375
3L Ect4 FBgn0262579 FBtr0304998 6741 186 0.0192091689492366 1233.86478013333 57 0.000820476026495379 3956.13521986663 53 0.0430049361011563 1232.41666666667 3 0.00101071782021858 3957.5833333333 -0.0180003937508713 -4.41397849462366
2R CG43202 FBgn0262838 FBtr0306078 390 6 0.0148862618681832 44.8605 7 0.00192899540570386 144.1395 9 0.198529411764706 45.3333333333333 1 0.00696055684454756 143.666666666667 -0.0808439961276659 -9.5
3R CG43448 FBgn0263402 FBtr0309181 529 12 0.0203381741473511 69.8843041666667 20 0.00519867849011549 211.926695833333 5 0.0707130229817325 70.7083333333333 14 0.075323656335818 212.416666666667 0.312210337351705 0.404761904761905
3L RhoGEF3 FBgn0264707 FBtr0333961 11114 137 0.00530200250783801 2582.00533333334 145 0.00128914566982306 7974.99466666681 219 0.0855221786871762 2584.12500000001 95 0.0120430916874439 7971.37500000014 -0.0721511644755816 -1.43987706492509
